"","OBJECTID","SUBZONE_NO","SUBZONE_N","SUBZONE_C","CA_IND","PLN_AREA_N","PLN_AREA_C","REGION_N","REGION_C","INC_CRC","FMEL_UPD_D","X_ADDR","Y_ADDR","SHAPE_Leng","SHAPE_Area"
"290",291,3,"SEMBAWANG CENTRAL","SBSZ03","N","SEMBAWANG","SB","NORTH REGION","NR","772A64AB9A93FC3A","2014/12/05",26268.7326,47558.0804,3955.11763685,962437.403135
"291",292,7,"GREENWOOD PARK","WDSZ07","N","WOODLANDS","WD","NORTH REGION","NR","A38714A4F4163DCE","2014/12/05",22608.3894,47660.0645,4620.86556655,1281296.51029
"292",293,1,"SEMBAWANG EAST","SBSZ01","N","SEMBAWANG","SB","NORTH REGION","NR","5C6A0B0C3E280F49","2014/12/05",27788.9403,47682.832,3494.97341256,758123.459934
"293",294,8,"SENOKO WEST","WDSZ08","N","WOODLANDS","WD","NORTH REGION","NR","ACD9BD92A81177CE","2014/12/05",23921.5512,48088.741,3966.74096881,905921.117852
"294",295,4,"PULAU SELETAR","SMSZ04","N","SIMPANG","SM","NORTH REGION","NR","66E54DD5CE0C71A2","2014/12/05",31511.014,47245.3329,5466.04826913,1611278.67538
"295",296,5,"ADMIRALTY","SBSZ05","N","SEMBAWANG","SB","NORTH REGION","NR","2E2DB30B78E2AC57","2014/12/05",27091.2755,48333.8005,4534.25188836,1261648.74801
"296",297,1,"LIM CHU KANG","LKSZ01","N","LIM CHU KANG","LK","NORTH REGION","NR","E4489A0861169020","2014/12/05",15309.8168,45819.0414,18733.8362509,17494884.1842
"297",298,1,"SIMPANG NORTH","SMSZ01","N","SIMPANG","SM","NORTH REGION","NR","19529EBD71A301DD","2014/12/05",29388.7139,47645.2768,9071.75244948,3450455.35948
"298",299,9,"SENOKO SOUTH","SBSZ09","N","SEMBAWANG","SB","NORTH REGION","NR","01A4287FB060A0A6","2014/12/05",25130.655,48346.0326,5262.56276522,1741957.36278
"299",300,4,"SEMBAWANG NORTH","SBSZ04","N","SEMBAWANG","SB","NORTH REGION","NR","F4016BB091C51693","2014/12/05",26038.8084,48732.9057,5519.93484495,1394865.68389
"300",301,2,"TANJONG IRAU","SMSZ02","N","SIMPANG","SM","NORTH REGION","NR","74181C5882F588F0","2014/12/05",29959.6312,48428.1734,4322.19523418,1074375.12117
"301",302,1,"NORTH-EASTERN ISLANDS","NESZ01","N","NORTH-EASTERN ISLANDS","NE","NORTH-EAST REGION","NER","92BC3E09C68F3B52","2014/12/05",50424.7923,42612.8784,62436.23535,67250562.96
"302",303,2,"MANDAI EAST","MDSZ02","N","MANDAI","MD","NORTH REGION","NR","44831379A129F359","2014/12/05",25739.2736,45391.7648,11572.5295407,7235809.44141
"303",304,3,"SIMPANG SOUTH","SMSZ03","N","SIMPANG","SM","NORTH REGION","NR","86605C93A9575D00","2014/12/05",30567.8998,46241.4969,7166.91366178,2147082.0666
"304",305,2,"NORTHLAND","YSSZ02","N","YISHUN","YS","NORTH REGION","NR","A0E30DFB562910D3","2014/12/05",28520.5814,46642.7243,5057.11992149,1511000.3631
"305",306,2,"MIDVIEW","WDSZ02","N","WOODLANDS","WD","NORTH REGION","NR","42D5F52D334C615F","2014/12/05",23349.76,46841.1143,4159.20144038,936415.526111
"306",307,6,"WOODLANDS WEST","WDSZ06","N","WOODLANDS","WD","NORTH REGION","NR","4215C006676A7D38","2014/12/05",21582.5903,46573.0249,5929.64468681,1648629.90869
"307",308,2,"SEMBAWANG SPRINGS","SBSZ02","N","SEMBAWANG","SB","NORTH REGION","NR","C739B507A1ACBDB3","2014/12/05",27076.8118,46959.0886,4212.04224667,1099394.72041
"308",309,6,"SPRINGLEAF","YSSZ06","N","YISHUN","YS","NORTH REGION","NR","5D0241839A91E181","2014/12/05",26969.7232,42586.216,6912.80078042,2209210.7052
"309",310,2,"PUNGGOL TOWN CENTRE","PGSZ02","N","PUNGGOL","PG","NORTH-EAST REGION","NER","625C5BEC57D068FE","2014/12/05",35602.3777,43427.511,4896.76750758,1264384.78903
"310",311,7,"NEE SOON","YSSZ07","N","YISHUN","YS","NORTH REGION","NR","4AAC92E24CAB13A5","2014/12/05",25921.7245,43261.5225,7074.07077846,2206695.55494
"311",312,6,"PUNGGOL CANAL","PGSZ06","N","PUNGGOL","PG","NORTH-EAST REGION","NER","4577C2B37C75D519","2014/12/05",37408.8422,43168.5702,6279.46484344,1265919.30435
"312",313,1,"CENTRAL WATER CATCHMENT","CCSZ01","N","CENTRAL WATER CATCHMENT","CC","NORTH REGION","NR","52D00685FE621970","2014/12/05",24424.4183,39849.0456,30538.2461768,37147854.4563
"313",314,4,"SELETAR","SLSZ04","N","SELETAR","SL","NORTH-EAST REGION","NER","E63BBDBBA2B092AF","2014/12/05",33371.5499,43425.0895,8487.27447616,3916069.33746
"314",315,4,"PANG SUA","SKSZ04","N","SUNGEI KADUT","SK","NORTH REGION","NR","310C8087D7221C08","2014/12/05",18535.5677,43826.0836,7561.99010711,2175380.05847
"315",316,1,"SELETAR AEROSPACE PARK","SLSZ01","N","SELETAR","SL","NORTH-EAST REGION","NER","0C69219764BD4C25","2014/12/05",31690.73,43796.9117,8946.56046482,3621841.18283
"316",317,8,"KHATIB","YSSZ08","N","YISHUN","YS","NORTH REGION","NR","DC75517DA31123DB","2014/12/05",27480.6357,44420.6884,4956.14573523,1432913.06237
"317",318,1,"MANDAI WEST","MDSZ01","N","MANDAI","MD","NORTH REGION","NR","FFCCF172717C2EAF","2014/12/05",22549.0736,44455.8474,9630.6271898,4387133.11736
"318",319,7,"CONEY ISLAND","PGSZ07","N","PUNGGOL","PG","NORTH-EAST REGION","NER","8B13A48924BBE015","2014/12/05",37928.4976,43351.3743,5670.13705749,1200804.56304
"319",320,9,"NORTH COAST","WDSZ09","N","WOODLANDS","WD","NORTH REGION","NR","898B2436858382A1","2014/12/05",22147.036,48031.5522,10847.8819812,2450783.60664
"320",321,6,"SEMBAWANG STRAITS","SBSZ06","N","SEMBAWANG","SB","NORTH REGION","NR","AA1A638CA2B0D5B7","2014/12/05",28352.4774,48918.2749,7217.38837153,1540733.67464
"321",322,7,"THE WHARVES","SBSZ07","N","SEMBAWANG","SB","NORTH REGION","NR","6D89875A351CF51C","2014/12/05",26945.068,49552.7904,11828.8777188,1635808.12858
"322",323,8,"SENOKO NORTH","SBSZ08","N","SEMBAWANG","SB","NORTH REGION","NR","A800CBEE879C1BF9","2014/12/05",24665.7878,49482.5953,7392.1288511,2241386.61934
